year,term,value,source,corpus,smoothing,case_sensitive
1890,artefact,5.930818947064154e-9,Google Books Ngram Viewer,en,0,false
1891,artefact,2.4452027069798987e-9,Google Books Ngram Viewer,en,0,false
1892,artefact,8.492270775484201e-10,Google Books Ngram Viewer,en,0,false
1893,artefact,2.08450780248004e-9,Google Books Ngram Viewer,en,0,false
1894,artefact,3.0600784961531957e-9,Google Books Ngram Viewer,en,0,false
1895,artefact,8.123102690493766e-9,Google Books Ngram Viewer,en,0,false
1896,artefact,1.839478896981106e-8,Google Books Ngram Viewer,en,0,false
1897,artefact,8.246973035030969e-9,Google Books Ngram Viewer,en,0,false
1898,artefact,1.1651112075128367e-8,Google Books Ngram Viewer,en,0,false
1899,artefact,9.514843274383011e-9,Google Books Ngram Viewer,en,0,false
1900,artefact,2.2682032030374444e-8,Google Books Ngram Viewer,en,0,false
1901,artefact,3.159439052047297e-8,Google Books Ngram Viewer,en,0,false
1902,artefact,1.113559384979812e-8,Google Books Ngram Viewer,en,0,false
1903,artefact,2.0868012651220624e-8,Google Books Ngram Viewer,en,0,false
1904,artefact,2.3764950896065784e-8,Google Books Ngram Viewer,en,0,false
1905,artefact,1.2375564573119391e-8,Google Books Ngram Viewer,en,0,false
1906,artefact,1.7227894173743596e-8,Google Books Ngram Viewer,en,0,false
1907,artefact,1.4358227107269528e-8,Google Books Ngram Viewer,en,0,false
1908,artefact,1.4992279417924692e-8,Google Books Ngram Viewer,en,0,false
1909,artefact,2.0692909497022072e-8,Google Books Ngram Viewer,en,0,false
1910,artefact,1.5064834851807873e-8,Google Books Ngram Viewer,en,0,false
1911,artefact,1.422486334279327e-8,Google Books Ngram Viewer,en,0,false
1912,artefact,1.733467522302412e-8,Google Books Ngram Viewer,en,0,false
1913,artefact,2.3682793760804177e-8,Google Books Ngram Viewer,en,0,false
1914,artefact,2.3654395636674153e-8,Google Books Ngram Viewer,en,0,false
1915,artefact,2.3039183581763378e-8,Google Books Ngram Viewer,en,0,false
1916,artefact,1.83478281456928e-8,Google Books Ngram Viewer,en,0,false
1917,artefact,2.484863212415256e-8,Google Books Ngram Viewer,en,0,false
1918,artefact,2.1042547093674813e-8,Google Books Ngram Viewer,en,0,false
1919,artefact,1.815188410692059e-8,Google Books Ngram Viewer,en,0,false
1920,artefact,2.4870269399457356e-8,Google Books Ngram Viewer,en,0,false
1921,artefact,2.2474068828159943e-8,Google Books Ngram Viewer,en,0,false
1922,artefact,2.8021207493234e-8,Google Books Ngram Viewer,en,0,false
1923,artefact,2.7795936281826972e-8,Google Books Ngram Viewer,en,0,false
1924,artefact,3.140853632732643e-8,Google Books Ngram Viewer,en,0,false
1925,artefact,2.2225792595254035e-8,Google Books Ngram Viewer,en,0,false
1926,artefact,2.8307639232671988e-8,Google Books Ngram Viewer,en,0,false
1927,artefact,3.405932966216163e-8,Google Books Ngram Viewer,en,0,false
1928,artefact,3.94912566537009e-8,Google Books Ngram Viewer,en,0,false
1929,artefact,3.2255347948151325e-8,Google Books Ngram Viewer,en,0,false
1930,artefact,3.267412268526115e-8,Google Books Ngram Viewer,en,0,false
1931,artefact,3.455770203331099e-8,Google Books Ngram Viewer,en,0,false
1932,artefact,4.290959723651788e-8,Google Books Ngram Viewer,en,0,false
1933,artefact,3.8836768884165096e-8,Google Books Ngram Viewer,en,0,false
1934,artefact,4.339579540157956e-8,Google Books Ngram Viewer,en,0,false
1935,artefact,4.358638171220175e-8,Google Books Ngram Viewer,en,0,false
1936,artefact,7.475593610806186e-8,Google Books Ngram Viewer,en,0,false
1937,artefact,4.753226023890278e-8,Google Books Ngram Viewer,en,0,false
1938,artefact,5.390543150740612e-8,Google Books Ngram Viewer,en,0,false
1939,artefact,4.424639743483283e-8,Google Books Ngram Viewer,en,0,false
1940,artefact,3.9190813594380813e-8,Google Books Ngram Viewer,en,0,false
1941,artefact,3.804337528334756e-8,Google Books Ngram Viewer,en,0,false
1942,artefact,4.973134148933411e-8,Google Books Ngram Viewer,en,0,false
1943,artefact,4.297849509615759e-8,Google Books Ngram Viewer,en,0,false
1944,artefact,1.0867087496535532e-7,Google Books Ngram Viewer,en,0,false
1945,artefact,8.964730791038988e-8,Google Books Ngram Viewer,en,0,false
1946,artefact,4.696150818217504e-8,Google Books Ngram Viewer,en,0,false
1947,artefact,5.647409188902497e-8,Google Books Ngram Viewer,en,0,false
1948,artefact,7.486604382961337e-8,Google Books Ngram Viewer,en,0,false
1949,artefact,6.397091201204574e-8,Google Books Ngram Viewer,en,0,false
1950,artefact,9.11354760546601e-8,Google Books Ngram Viewer,en,0,false
1951,artefact,7.610750291098256e-8,Google Books Ngram Viewer,en,0,false
1952,artefact,9.965266190015143e-8,Google Books Ngram Viewer,en,0,false
1953,artefact,9.288580937738544e-8,Google Books Ngram Viewer,en,0,false
1954,artefact,1.0813194761816192e-7,Google Books Ngram Viewer,en,0,false
1955,artefact,8.229405179527305e-8,Google Books Ngram Viewer,en,0,false
1956,artefact,8.89378050650258e-8,Google Books Ngram Viewer,en,0,false
1957,artefact,9.43733617919662e-8,Google Books Ngram Viewer,en,0,false
1958,artefact,8.895273095888001e-8,Google Books Ngram Viewer,en,0,false
1959,artefact,8.499021170171872e-8,Google Books Ngram Viewer,en,0,false
1960,artefact,1.1241725461630381e-7,Google Books Ngram Viewer,en,0,false
1961,artefact,1.0656150961629862e-7,Google Books Ngram Viewer,en,0,false
1962,artefact,1.242105075460742e-7,Google Books Ngram Viewer,en,0,false
1963,artefact,1.086403198513608e-7,Google Books Ngram Viewer,en,0,false
1964,artefact,1.5045593726448203e-7,Google Books Ngram Viewer,en,0,false
1965,artefact,1.2252070336060683e-7,Google Books Ngram Viewer,en,0,false
1966,artefact,1.312899025052161e-7,Google Books Ngram Viewer,en,0,false
1967,artefact,1.4206144438588808e-7,Google Books Ngram Viewer,en,0,false
1968,artefact,1.929638937525624e-7,Google Books Ngram Viewer,en,0,false
1969,artefact,1.9027116948677758e-7,Google Books Ngram Viewer,en,0,false
1970,artefact,1.6265401137083302e-7,Google Books Ngram Viewer,en,0,false
1971,artefact,1.858889038253153e-7,Google Books Ngram Viewer,en,0,false
1972,artefact,2.0155764435259016e-7,Google Books Ngram Viewer,en,0,false
1973,artefact,1.7994135692589452e-7,Google Books Ngram Viewer,en,0,false
1974,artefact,1.7275250430159872e-7,Google Books Ngram Viewer,en,0,false
1975,artefact,1.8174870275444732e-7,Google Books Ngram Viewer,en,0,false
1976,artefact,2.3248429803501836e-7,Google Books Ngram Viewer,en,0,false
1977,artefact,2.20703991749005e-7,Google Books Ngram Viewer,en,0,false
1978,artefact,3.7549460474295415e-7,Google Books Ngram Viewer,en,0,false
1979,artefact,2.4234619333540763e-7,Google Books Ngram Viewer,en,0,false
1980,artefact,2.7538349467448597e-7,Google Books Ngram Viewer,en,0,false
1981,artefact,3.116926081681015e-7,Google Books Ngram Viewer,en,0,false
1982,artefact,3.347690897825828e-7,Google Books Ngram Viewer,en,0,false
1983,artefact,3.235991368200075e-7,Google Books Ngram Viewer,en,0,false
1984,artefact,3.281687210865414e-7,Google Books Ngram Viewer,en,0,false
1985,artefact,2.931411269280204e-7,Google Books Ngram Viewer,en,0,false
1986,artefact,3.827493109120894e-7,Google Books Ngram Viewer,en,0,false
1987,artefact,3.847839877835213e-7,Google Books Ngram Viewer,en,0,false
1988,artefact,4.153516122151757e-7,Google Books Ngram Viewer,en,0,false
1989,artefact,3.851895351569823e-7,Google Books Ngram Viewer,en,0,false
1990,artefact,3.9014207109389076e-7,Google Books Ngram Viewer,en,0,false
1991,artefact,3.5073829485199326e-7,Google Books Ngram Viewer,en,0,false
1992,artefact,3.875597314184631e-7,Google Books Ngram Viewer,en,0,false
1993,artefact,4.104973649887711e-7,Google Books Ngram Viewer,en,0,false
1994,artefact,4.139393916524625e-7,Google Books Ngram Viewer,en,0,false
1995,artefact,4.534874649131382e-7,Google Books Ngram Viewer,en,0,false
1996,artefact,4.815356429155315e-7,Google Books Ngram Viewer,en,0,false
1997,artefact,5.446816695453549e-7,Google Books Ngram Viewer,en,0,false
1998,artefact,5.572098293882277e-7,Google Books Ngram Viewer,en,0,false
1999,artefact,6.064744080269691e-7,Google Books Ngram Viewer,en,0,false
2000,artefact,6.486514791959053e-7,Google Books Ngram Viewer,en,0,false
2001,artefact,5.711801982499765e-7,Google Books Ngram Viewer,en,0,false
2002,artefact,6.233526845811355e-7,Google Books Ngram Viewer,en,0,false
2003,artefact,7.171787159698795e-7,Google Books Ngram Viewer,en,0,false
2004,artefact,7.35537099227912e-7,Google Books Ngram Viewer,en,0,false
2005,artefact,7.658044260949737e-7,Google Books Ngram Viewer,en,0,false
2006,artefact,7.700775586094721e-7,Google Books Ngram Viewer,en,0,false
2007,artefact,8.542947318446181e-7,Google Books Ngram Viewer,en,0,false
2008,artefact,7.590702173487784e-7,Google Books Ngram Viewer,en,0,false
2009,artefact,7.615578914155208e-7,Google Books Ngram Viewer,en,0,false
2010,artefact,7.56247640509855e-7,Google Books Ngram Viewer,en,0,false
2011,artefact,6.619129764295906e-7,Google Books Ngram Viewer,en,0,false
2012,artefact,8.70374125216955e-7,Google Books Ngram Viewer,en,0,false
2013,artefact,9.578559310163826e-7,Google Books Ngram Viewer,en,0,false
2014,artefact,9.783530621199077e-7,Google Books Ngram Viewer,en,0,false
2015,artefact,8.79855074575886e-7,Google Books Ngram Viewer,en,0,false
2016,artefact,0.0000011326097340003116,Google Books Ngram Viewer,en,0,false
2017,artefact,0.0000010536930816762435,Google Books Ngram Viewer,en,0,false
2018,artefact,0.000001051286007580643,Google Books Ngram Viewer,en,0,false
2019,artefact,0.000001150447031417201,Google Books Ngram Viewer,en,0,false
1800,made by art,1.2157295481429742e-7,Google Books Ngram Viewer,en,0,false
1801,made by art,1.2001686400253675e-7,Google Books Ngram Viewer,en,0,false
1802,made by art,1.4507647816408564e-7,Google Books Ngram Viewer,en,0,false
1803,made by art,6.609322289463648e-8,Google Books Ngram Viewer,en,0,false
1804,made by art,9.795492417197238e-8,Google Books Ngram Viewer,en,0,false
1805,made by art,1.6262088742280412e-7,Google Books Ngram Viewer,en,0,false
1806,made by art,2.013010504953172e-7,Google Books Ngram Viewer,en,0,false
1807,made by art,1.51865307884691e-7,Google Books Ngram Viewer,en,0,false
1808,made by art,1.024738622845689e-7,Google Books Ngram Viewer,en,0,false
1809,made by art,1.8763731368665049e-7,Google Books Ngram Viewer,en,0,false
1810,made by art,2.0593667304780183e-7,Google Books Ngram Viewer,en,0,false
1811,made by art,6.820488174241746e-8,Google Books Ngram Viewer,en,0,false
1812,made by art,8.88266322718323e-8,Google Books Ngram Viewer,en,0,false
1813,made by art,1.513763621119324e-7,Google Books Ngram Viewer,en,0,false
1814,made by art,9.394840816412398e-8,Google Books Ngram Viewer,en,0,false
1815,made by art,9.634370101707646e-8,Google Books Ngram Viewer,en,0,false
1816,made by art,9.564378755655412e-8,Google Books Ngram Viewer,en,0,false
1817,made by art,8.465221412734536e-8,Google Books Ngram Viewer,en,0,false
1818,made by art,1.3222999584172612e-7,Google Books Ngram Viewer,en,0,false
1819,made by art,1.4579111518031596e-7,Google Books Ngram Viewer,en,0,false
1820,made by art,9.008746415517521e-8,Google Books Ngram Viewer,en,0,false
1821,made by art,6.49526477047857e-8,Google Books Ngram Viewer,en,0,false
1822,made by art,1.5592523361362964e-7,Google Books Ngram Viewer,en,0,false
1823,made by art,1.7184910316991875e-7,Google Books Ngram Viewer,en,0,false
1824,made by art,1.2423560225016672e-7,Google Books Ngram Viewer,en,0,false
1825,made by art,8.038177212732478e-8,Google Books Ngram Viewer,en,0,false
1826,made by art,1.2492455969681515e-7,Google Books Ngram Viewer,en,0,false
1827,made by art,1.0690443419392182e-7,Google Books Ngram Viewer,en,0,false
1828,made by art,1.384688630423625e-7,Google Books Ngram Viewer,en,0,false
1829,made by art,6.443794675625725e-8,Google Books Ngram Viewer,en,0,false
1830,made by art,1.7496745030598504e-7,Google Books Ngram Viewer,en,0,false
1831,made by art,7.873028717853003e-8,Google Books Ngram Viewer,en,0,false
1832,made by art,4.782642482048516e-8,Google Books Ngram Viewer,en,0,false
1833,made by art,7.540511015591278e-8,Google Books Ngram Viewer,en,0,false
1834,made by art,7.830576920220267e-8,Google Books Ngram Viewer,en,0,false
1835,made by art,1.0234884761928242e-7,Google Books Ngram Viewer,en,0,false
1836,made by art,8.486569846866132e-8,Google Books Ngram Viewer,en,0,false
1837,made by art,5.3313971681845373e-8,Google Books Ngram Viewer,en,0,false
1838,made by art,6.32170769065965e-8,Google Books Ngram Viewer,en,0,false
1839,made by art,7.554206948867659e-8,Google Books Ngram Viewer,en,0,false
1840,made by art,5.753720522250205e-8,Google Books Ngram Viewer,en,0,false
1841,made by art,6.995328405423606e-8,Google Books Ngram Viewer,en,0,false
1842,made by art,5.857358098548815e-8,Google Books Ngram Viewer,en,0,false
1843,made by art,4.059571345749191e-8,Google Books Ngram Viewer,en,0,false
1844,made by art,6.746860026218826e-8,Google Books Ngram Viewer,en,0,false
1845,made by art,6.891068560221925e-8,Google Books Ngram Viewer,en,0,false
1846,made by art,6.493701043552846e-8,Google Books Ngram Viewer,en,0,false
1847,made by art,5.6155476713115604e-8,Google Books Ngram Viewer,en,0,false
1848,made by art,6.116420059321115e-8,Google Books Ngram Viewer,en,0,false
1849,made by art,6.138849667491897e-8,Google Books Ngram Viewer,en,0,false
1850,made by art,6.39499229126983e-8,Google Books Ngram Viewer,en,0,false
1851,made by art,3.602203940689108e-8,Google Books Ngram Viewer,en,0,false
1852,made by art,5.0584506805506635e-8,Google Books Ngram Viewer,en,0,false
1853,made by art,5.3896366036809695e-8,Google Books Ngram Viewer,en,0,false
1854,made by art,6.709016647787891e-8,Google Books Ngram Viewer,en,0,false
1855,made by art,4.2935917654585154e-8,Google Books Ngram Viewer,en,0,false
1856,made by art,3.260836567431369e-8,Google Books Ngram Viewer,en,0,false
1857,made by art,3.9494583908838976e-8,Google Books Ngram Viewer,en,0,false
1858,made by art,3.6315031426426e-8,Google Books Ngram Viewer,en,0,false
1859,made by art,7.046891781214981e-8,Google Books Ngram Viewer,en,0,false
1860,made by art,3.714663066034518e-8,Google Books Ngram Viewer,en,0,false
1861,made by art,2.8049141509445263e-8,Google Books Ngram Viewer,en,0,false
1862,made by art,3.3883003514034726e-8,Google Books Ngram Viewer,en,0,false
1863,made by art,4.199181269370911e-8,Google Books Ngram Viewer,en,0,false
1864,made by art,2.5912630818858418e-8,Google Books Ngram Viewer,en,0,false
1865,made by art,2.42805291428283e-8,Google Books Ngram Viewer,en,0,false
1866,made by art,2.221255754331075e-8,Google Books Ngram Viewer,en,0,false
1867,made by art,2.788843408985109e-8,Google Books Ngram Viewer,en,0,false
1868,made by art,2.867558812624793e-8,Google Books Ngram Viewer,en,0,false
1869,made by art,3.236876211509809e-8,Google Books Ngram Viewer,en,0,false
1870,made by art,3.212155008647244e-8,Google Books Ngram Viewer,en,0,false
1871,made by art,2.8941420371353388e-8,Google Books Ngram Viewer,en,0,false
1872,made by art,4.580386736563469e-8,Google Books Ngram Viewer,en,0,false
1873,made by art,2.633775864069321e-8,Google Books Ngram Viewer,en,0,false
1874,made by art,2.378928828927762e-8,Google Books Ngram Viewer,en,0,false
1875,made by art,2.372028240493762e-8,Google Books Ngram Viewer,en,0,false
1876,made by art,2.8414693015177406e-8,Google Books Ngram Viewer,en,0,false
1877,made by art,2.339016530461535e-8,Google Books Ngram Viewer,en,0,false
1878,made by art,2.251296704613992e-8,Google Books Ngram Viewer,en,0,false
1879,made by art,2.1869056204826265e-8,Google Books Ngram Viewer,en,0,false
1880,made by art,2.787421959915548e-8,Google Books Ngram Viewer,en,0,false
1881,made by art,1.6874069364014588e-8,Google Books Ngram Viewer,en,0,false
1882,made by art,1.783851466541364e-8,Google Books Ngram Viewer,en,0,false
1883,made by art,2.326292708465516e-8,Google Books Ngram Viewer,en,0,false
1884,made by art,2.4793024300251432e-8,Google Books Ngram Viewer,en,0,false
1885,made by art,2.0881769535741057e-8,Google Books Ngram Viewer,en,0,false
1886,made by art,1.8625709141684155e-8,Google Books Ngram Viewer,en,0,false
1887,made by art,2.34897690742919e-8,Google Books Ngram Viewer,en,0,false
1888,made by art,2.0895165153689277e-8,Google Books Ngram Viewer,en,0,false
1889,made by art,1.4888000388069145e-8,Google Books Ngram Viewer,en,0,false
1890,made by art,1.3061108083967099e-8,Google Books Ngram Viewer,en,0,false
1891,made by art,1.5613628390198642e-8,Google Books Ngram Viewer,en,0,false
1892,made by art,2.0235415371105958e-8,Google Books Ngram Viewer,en,0,false
1893,made by art,1.2083625947068022e-8,Google Books Ngram Viewer,en,0,false
1894,made by art,1.460238818751236e-8,Google Books Ngram Viewer,en,0,false
1895,made by art,1.7245633476825617e-8,Google Books Ngram Viewer,en,0,false
1896,made by art,1.4958769389838977e-8,Google Books Ngram Viewer,en,0,false
1897,made by art,1.61812946236628e-8,Google Books Ngram Viewer,en,0,false
1898,made by art,7.863531936713741e-9,Google Books Ngram Viewer,en,0,false
1899,made by art,1.2799938609031614e-8,Google Books Ngram Viewer,en,0,false
1900,made by art,1.4410429738376251e-8,Google Books Ngram Viewer,en,0,false
1901,made by art,1.2652912162458563e-8,Google Books Ngram Viewer,en,0,false
1902,made by art,7.97585053557981e-9,Google Books Ngram Viewer,en,0,false
1903,made by art,1.0141664119611704e-8,Google Books Ngram Viewer,en,0,false
1904,made by art,1.1768035712567126e-8,Google Books Ngram Viewer,en,0,false
1905,made by art,1.0733680388952394e-8,Google Books Ngram Viewer,en,0,false
1906,made by art,9.584219501368452e-9,Google Books Ngram Viewer,en,0,false
1907,made by art,1.0224333601982494e-8,Google Books Ngram Viewer,en,0,false
1908,made by art,7.636089427442982e-9,Google Books Ngram Viewer,en,0,false
1909,made by art,7.056740330968481e-9,Google Books Ngram Viewer,en,0,false
1910,made by art,7.13610329161618e-9,Google Books Ngram Viewer,en,0,false
1911,made by art,8.669569145913769e-9,Google Books Ngram Viewer,en,0,false
1912,made by art,9.023998076562734e-9,Google Books Ngram Viewer,en,0,false
1913,made by art,5.792414034533344e-9,Google Books Ngram Viewer,en,0,false
1914,made by art,7.490567610624055e-9,Google Books Ngram Viewer,en,0,false
1915,made by art,8.53913739717882e-9,Google Books Ngram Viewer,en,0,false
1916,made by art,5.112328282930179e-9,Google Books Ngram Viewer,en,0,false
1917,made by art,4.346106835528829e-9,Google Books Ngram Viewer,en,0,false
1918,made by art,4.9557167258740265e-9,Google Books Ngram Viewer,en,0,false
1919,made by art,4.951311680101433e-9,Google Books Ngram Viewer,en,0,false
1920,made by art,6.4264386173684684e-9,Google Books Ngram Viewer,en,0,false
1921,made by art,6.288905896045804e-9,Google Books Ngram Viewer,en,0,false
1922,made by art,5.704009486962036e-9,Google Books Ngram Viewer,en,0,false
1923,made by art,6.539089963952804e-9,Google Books Ngram Viewer,en,0,false
1924,made by art,9.734845554665306e-9,Google Books Ngram Viewer,en,0,false
1925,made by art,7.098777121683497e-9,Google Books Ngram Viewer,en,0,false
1926,made by art,8.217364066975819e-9,Google Books Ngram Viewer,en,0,false
1927,made by art,7.145478125858418e-9,Google Books Ngram Viewer,en,0,false
1928,made by art,5.316599605009742e-9,Google Books Ngram Viewer,en,0,false
1929,made by art,9.550822063775222e-9,Google Books Ngram Viewer,en,0,false
1930,made by art,7.384269640198227e-9,Google Books Ngram Viewer,en,0,false
1931,made by art,5.639190669981531e-9,Google Books Ngram Viewer,en,0,false
1932,made by art,1.0824811935705725e-8,Google Books Ngram Viewer,en,0,false
1933,made by art,6.151308046264958e-9,Google Books Ngram Viewer,en,0,false
1934,made by art,5.8674522740442825e-9,Google Books Ngram Viewer,en,0,false
1935,made by art,9.181381405154454e-9,Google Books Ngram Viewer,en,0,false
1936,made by art,7.060440648798405e-9,Google Books Ngram Viewer,en,0,false
1937,made by art,7.799591236756775e-9,Google Books Ngram Viewer,en,0,false
1938,made by art,5.911955897053289e-9,Google Books Ngram Viewer,en,0,false
1939,made by art,9.551293089771207e-9,Google Books Ngram Viewer,en,0,false
1940,made by art,9.64816367077237e-9,Google Books Ngram Viewer,en,0,false
1941,made by art,9.940922723883361e-9,Google Books Ngram Viewer,en,0,false
1942,made by art,8.255301997550646e-9,Google Books Ngram Viewer,en,0,false
1943,made by art,9.839026704483445e-9,Google Books Ngram Viewer,en,0,false
1944,made by art,7.663373269295448e-9,Google Books Ngram Viewer,en,0,false
1945,made by art,9.305384338076372e-9,Google Books Ngram Viewer,en,0,false
1946,made by art,1.00218403784047e-8,Google Books Ngram Viewer,en,0,false
1947,made by art,1.1552464221353809e-8,Google Books Ngram Viewer,en,0,false
1948,made by art,1.042716141208544e-8,Google Books Ngram Viewer,en,0,false
1949,made by art,6.812154756952182e-9,Google Books Ngram Viewer,en,0,false
1950,made by art,8.323513954466844e-9,Google Books Ngram Viewer,en,0,false
1951,made by art,1.384540178339666e-8,Google Books Ngram Viewer,en,0,false
1952,made by art,9.215549573449167e-9,Google Books Ngram Viewer,en,0,false
1953,made by art,9.528841514450104e-9,Google Books Ngram Viewer,en,0,false
1954,made by art,8.490917441372758e-9,Google Books Ngram Viewer,en,0,false
1955,made by art,1.101644207107677e-8,Google Books Ngram Viewer,en,0,false
1956,made by art,9.288294251785789e-9,Google Books Ngram Viewer,en,0,false
1957,made by art,8.144988128400144e-9,Google Books Ngram Viewer,en,0,false
1958,made by art,6.1142291646332225e-9,Google Books Ngram Viewer,en,0,false
1959,made by art,8.793786282490501e-9,Google Books Ngram Viewer,en,0,false
1960,made by art,9.901414799173835e-9,Google Books Ngram Viewer,en,0,false
1961,made by art,9.729014351089749e-9,Google Books Ngram Viewer,en,0,false
1962,made by art,1.1420973909659349e-8,Google Books Ngram Viewer,en,0,false
1963,made by art,6.376191075130322e-9,Google Books Ngram Viewer,en,0,false
1964,made by art,6.99490476652187e-9,Google Books Ngram Viewer,en,0,false
1965,made by art,7.554758832406527e-9,Google Books Ngram Viewer,en,0,false
1966,made by art,8.988632359263615e-9,Google Books Ngram Viewer,en,0,false
1967,made by art,7.959966741299951e-9,Google Books Ngram Viewer,en,0,false
1968,made by art,9.446541826552135e-9,Google Books Ngram Viewer,en,0,false
1969,made by art,1.0384376636363157e-8,Google Books Ngram Viewer,en,0,false
1970,made by art,8.159501574400707e-9,Google Books Ngram Viewer,en,0,false
1971,made by art,5.4496270135429015e-9,Google Books Ngram Viewer,en,0,false
1972,made by art,9.398999412102427e-9,Google Books Ngram Viewer,en,0,false
1973,made by art,1.3632471353164366e-8,Google Books Ngram Viewer,en,0,false
1974,made by art,7.546026192795097e-9,Google Books Ngram Viewer,en,0,false
1975,made by art,6.458478557513914e-9,Google Books Ngram Viewer,en,0,false
1976,made by art,5.7973661218846395e-9,Google Books Ngram Viewer,en,0,false
1977,made by art,6.535041327526692e-9,Google Books Ngram Viewer,en,0,false
1978,made by art,6.917639870651637e-9,Google Books Ngram Viewer,en,0,false
1979,made by art,6.346306084814568e-9,Google Books Ngram Viewer,en,0,false
1980,made by art,6.5639961105423694e-9,Google Books Ngram Viewer,en,0,false
1981,made by art,6.499876366306001e-9,Google Books Ngram Viewer,en,0,false
1982,made by art,5.591362470247496e-9,Google Books Ngram Viewer,en,0,false
1983,made by art,4.730659211582555e-9,Google Books Ngram Viewer,en,0,false
1984,made by art,4.835213968795715e-9,Google Books Ngram Viewer,en,0,false
1985,made by art,4.888716240852853e-9,Google Books Ngram Viewer,en,0,false
1986,made by art,6.064940022421084e-9,Google Books Ngram Viewer,en,0,false
1987,made by art,4.853343612415406e-9,Google Books Ngram Viewer,en,0,false
1988,made by art,6.1685984376058656e-9,Google Books Ngram Viewer,en,0,false
1989,made by art,6.545471251812041e-9,Google Books Ngram Viewer,en,0,false
1990,made by art,4.880280110586277e-9,Google Books Ngram Viewer,en,0,false
1991,made by art,5.020353112394904e-9,Google Books Ngram Viewer,en,0,false
1992,made by art,6.252386164362633e-9,Google Books Ngram Viewer,en,0,false
1993,made by art,4.262688532014058e-9,Google Books Ngram Viewer,en,0,false
1994,made by art,4.239419343354811e-9,Google Books Ngram Viewer,en,0,false
1995,made by art,5.029357309088711e-9,Google Books Ngram Viewer,en,0,false
1996,made by art,4.88327299430491e-9,Google Books Ngram Viewer,en,0,false
1997,made by art,6.08150161479637e-9,Google Books Ngram Viewer,en,0,false
1998,made by art,4.791011642968357e-9,Google Books Ngram Viewer,en,0,false
1999,made by art,6.21209544915402e-9,Google Books Ngram Viewer,en,0,false
2000,made by art,5.312258601758435e-9,Google Books Ngram Viewer,en,0,false
2001,made by art,5.857545726239977e-9,Google Books Ngram Viewer,en,0,false
2002,made by art,5.886155465817389e-9,Google Books Ngram Viewer,en,0,false
2003,made by art,6.713558594467761e-9,Google Books Ngram Viewer,en,0,false
2004,made by art,6.364019710519697e-9,Google Books Ngram Viewer,en,0,false
2005,made by art,6.4886228612337504e-9,Google Books Ngram Viewer,en,0,false
2006,made by art,6.809917976746682e-9,Google Books Ngram Viewer,en,0,false
2007,made by art,6.1752448293761475e-9,Google Books Ngram Viewer,en,0,false
2008,made by art,6.6785363211918636e-9,Google Books Ngram Viewer,en,0,false
2009,made by art,7.773852273712523e-9,Google Books Ngram Viewer,en,0,false
2010,made by art,6.5249426486890805e-9,Google Books Ngram Viewer,en,0,false
2011,made by art,4.606828085673698e-9,Google Books Ngram Viewer,en,0,false
2012,made by art,4.6896140998287095e-9,Google Books Ngram Viewer,en,0,false
2013,made by art,6.635420511658108e-9,Google Books Ngram Viewer,en,0,false
2014,made by art,5.318323892389287e-9,Google Books Ngram Viewer,en,0,false
2015,made by art,5.8649939488342184e-9,Google Books Ngram Viewer,en,0,false
2016,made by art,8.41123015682399e-9,Google Books Ngram Viewer,en,0,false
2017,made by art,8.076939977952335e-9,Google Books Ngram Viewer,en,0,false
2018,made by art,8.826441418030573e-9,Google Books Ngram Viewer,en,0,false
2019,made by art,6.2468806169557745e-9,Google Books Ngram Viewer,en,0,false
1800,made by skill,0,Google Books Ngram Viewer,en,0,false
1801,made by skill,0,Google Books Ngram Viewer,en,0,false
1802,made by skill,0,Google Books Ngram Viewer,en,0,false
1803,made by skill,0,Google Books Ngram Viewer,en,0,false
1804,made by skill,0,Google Books Ngram Viewer,en,0,false
1805,made by skill,0,Google Books Ngram Viewer,en,0,false
1806,made by skill,0,Google Books Ngram Viewer,en,0,false
1807,made by skill,0,Google Books Ngram Viewer,en,0,false
1808,made by skill,0,Google Books Ngram Viewer,en,0,false
1809,made by skill,0,Google Books Ngram Viewer,en,0,false
1810,made by skill,2.6572473110775263e-9,Google Books Ngram Viewer,en,0,false
1811,made by skill,0,Google Books Ngram Viewer,en,0,false
1812,made by skill,0,Google Books Ngram Viewer,en,0,false
1813,made by skill,0,Google Books Ngram Viewer,en,0,false
1814,made by skill,0,Google Books Ngram Viewer,en,0,false
1815,made by skill,0,Google Books Ngram Viewer,en,0,false
1816,made by skill,0,Google Books Ngram Viewer,en,0,false
1817,made by skill,0,Google Books Ngram Viewer,en,0,false
1818,made by skill,0,Google Books Ngram Viewer,en,0,false
1819,made by skill,0,Google Books Ngram Viewer,en,0,false
1820,made by skill,0,Google Books Ngram Viewer,en,0,false
1821,made by skill,0,Google Books Ngram Viewer,en,0,false
1822,made by skill,0,Google Books Ngram Viewer,en,0,false
1823,made by skill,0,Google Books Ngram Viewer,en,0,false
1824,made by skill,1.1945731070994725e-9,Google Books Ngram Viewer,en,0,false
1825,made by skill,0,Google Books Ngram Viewer,en,0,false
1826,made by skill,0,Google Books Ngram Viewer,en,0,false
1827,made by skill,0,Google Books Ngram Viewer,en,0,false
1828,made by skill,0,Google Books Ngram Viewer,en,0,false
1829,made by skill,0,Google Books Ngram Viewer,en,0,false
