year,term,value,source,corpus,smoothing,case_sensitive,query_group,narrative_role
1800,genuine,0.00001985929192471758,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,counter-pressure around original/real/genuine status; broad but useful comparator
1859,fake,2.508608969442605e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1860,fake,1.401193583383531e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1861,fake,6.656224247336695e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1862,fake,3.109482955565568e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1863,fake,3.861570574414941e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1864,fake,2.7049623518848875e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1865,fake,2.0324918637015799e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1866,fake,2.481018119837586e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1867,fake,2.3476260402333082e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1868,fake,1.9619060021014434e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1869,fake,3.9700283593901986e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1870,fake,2.2197420523895062e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1871,fake,2.85869200755684e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1872,fake,1.472683202052849e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1873,fake,1.9784894655927587e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1874,fake,2.4201569415183144e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1875,fake,1.48620412421252e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1876,fake,3.9049414413128147e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1877,fake,1.7299603038978262e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1878,fake,1.9075220247799507e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1879,fake,1.5352260129830597e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1880,fake,1.9662690409205652e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1881,fake,1.7099271065745825e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1882,fake,1.585814368709748e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1883,fake,1.6102154987152062e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1884,fake,1.7235329607956373e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1885,fake,1.0189098720303491e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1886,fake,1.397588240692471e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1887,fake,2.7378580114145734e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1888,fake,1.9343758950185475e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1889,fake,2.6918133766429264e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1890,fake,1.935603712865941e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1891,fake,2.3142096505779364e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1892,fake,2.3200884236018737e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1893,fake,2.830120173769046e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1894,fake,2.985992404447302e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1895,fake,3.550534373175651e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1896,fake,3.864377333684388e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1897,fake,5.076154074856731e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1898,fake,4.82550211344801e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1899,fake,4.654452965269229e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1900,fake,8.837220413226987e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1901,fake,0.000001045247810083083,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1902,fake,5.260071329615812e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1903,fake,5.945634988790971e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1904,fake,7.597862534680644e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1905,fake,7.940429647135261e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1906,fake,7.933286809702622e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1907,fake,8.772659256806037e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1908,fake,8.175445671554371e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1909,fake,9.238052598448121e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1910,fake,8.936879822840638e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1911,fake,9.546463459741972e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1912,fake,0.0000011123697305492897,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1913,fake,9.937802509796256e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1914,fake,9.556550075728865e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1915,fake,9.777025091750602e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1916,fake,9.343767928271518e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1917,fake,8.585065955912796e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1918,fake,8.46641427187933e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1919,fake,8.698161977349628e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1920,fake,8.870689072182358e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1921,fake,0.0000010023785748103364,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1922,fake,9.712568100894714e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1923,fake,0.0000012908022526403329,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1924,fake,0.0000013309671160754988,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1925,fake,0.0000013036702810609313,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1926,fake,0.0000012185872648728946,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1927,fake,0.00000122682621750414,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1928,fake,0.0000012743817485727504,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1929,fake,0.0000011615087238681099,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1930,fake,0.0000012443838990350287,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1931,fake,0.000001156047169104113,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1932,fake,0.0000011285336292132797,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1933,fake,0.0000010145320175070083,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1934,fake,0.0000010051760597207249,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1935,fake,0.000001086942411632208,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1936,fake,9.69941744699554e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1937,fake,0.000001027727375202403,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1938,fake,0.0000011495964997720876,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1939,fake,9.820270356897254e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1940,fake,9.813214383314062e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1941,fake,9.317508151696074e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1942,fake,9.690921203286962e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1943,fake,0.000001002083720891278,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1944,fake,9.31412614590954e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1945,fake,9.633879756165697e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1946,fake,8.40175257366127e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1947,fake,8.404940388118121e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1948,fake,8.198914152046655e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1949,fake,7.692623107402596e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1950,fake,7.939572377324566e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1951,fake,7.908246928423068e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1952,fake,7.620497974869522e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1953,fake,8.270103073471091e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1954,fake,8.098829908931293e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1955,fake,7.378983752914792e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1956,fake,6.967510728372872e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1957,fake,7.025114694414469e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1958,fake,6.95747409906744e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1959,fake,7.422950947244544e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1960,fake,7.331954954281628e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1961,fake,7.934840340340088e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1962,fake,7.420693997062244e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1963,fake,7.399361408033656e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1964,fake,6.417199234221016e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1965,fake,6.666567511359744e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1966,fake,7.972022917357435e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1967,fake,7.85137707737249e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1968,fake,0.0000010307978648427252,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1969,fake,0.0000010306634052881236,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1970,fake,0.0000010016986706773423,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1971,fake,0.000001013187063136911,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1972,fake,9.748662677111497e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1973,fake,9.563301901494015e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1974,fake,9.826997580120178e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1975,fake,9.508521650047896e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1976,fake,9.235560458620284e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1977,fake,9.420195183906799e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1978,fake,0.0000010146549094258717,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1979,fake,8.764068830657834e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1980,fake,8.881031803298356e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1981,fake,8.974184027010779e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1982,fake,9.712283173257674e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1983,fake,9.995469056889306e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1984,fake,0.000001054128990318759,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1985,fake,0.0000011000117794424114,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1986,fake,0.0000011318970578599874,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1987,fake,0.0000012067287968875462,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1988,fake,0.0000012742096124895852,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1989,fake,0.0000013501783691083347,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1990,fake,0.0000013413298809439311,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1991,fake,0.0000013918714039107272,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1992,fake,0.0000015111618658636417,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1993,fake,0.000001578243537636581,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1994,fake,0.0000016836419050036966,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1995,fake,0.0000017418485285247698,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1996,fake,0.0000018153588499103535,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1997,fake,0.0000019036253995352581,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1998,fake,0.0000020075820721388027,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1999,fake,0.0000022424495327300065,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2000,fake,0.0000025340136780016564,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2001,fake,0.000002545410435317308,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2002,fake,0.0000027391547448019082,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2003,fake,0.000003018246381714107,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2004,fake,0.0000033267414849547094,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2005,fake,0.0000037365126601685006,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2006,fake,0.0000038358699399054785,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2007,fake,0.000004170327635222293,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2008,fake,0.000004349567220174322,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2009,fake,0.000005359856345421576,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2010,fake,0.000005612114001962709,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2011,fake,0.000006327203429634665,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2012,fake,0.0000057003447579973,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2013,fake,0.00000564399432079199,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2014,fake,0.000007592989113902604,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2015,fake,0.0000079785746294192,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2016,fake,0.00000763002577741645,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2017,fake,0.000008349791215778168,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2018,fake,0.000009994131360713254,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
2019,fake,0.000012299913208835278,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,negative authenticity-pressure comparator from the existing artificial dataset
1800,simulated,1.0892921809002587e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1801,simulated,2.3927043457661057e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1802,simulated,2.2566736479490146e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1803,simulated,2.0023538382929473e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1804,simulated,4.201672254566802e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1805,simulated,3.631859968322715e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1806,simulated,5.149253956560074e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1807,simulated,5.2823796892198516e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1808,simulated,6.315662659517329e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1809,simulated,4.1493525060332104e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1810,simulated,3.3059354365150284e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1811,simulated,1.6085803211662864e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1812,simulated,3.41169595685642e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1813,simulated,1.543503032053195e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1814,simulated,1.1623455176135167e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1815,simulated,2.7820003789535974e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1816,simulated,7.998021578359271e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1817,simulated,2.707569954907285e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1818,simulated,2.565284260569456e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1819,simulated,1.6929485013861267e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1820,simulated,1.547278977165334e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1821,simulated,9.889400165441486e-8,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1822,simulated,1.1243304487429384e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1823,simulated,1.85247078565709e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1824,simulated,2.1052926513220882e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1825,simulated,1.6910198041841795e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1826,simulated,2.6582472578695615e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1827,simulated,1.8014453928572038e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1828,simulated,3.005284920920559e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1829,simulated,1.7212296610225053e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1830,simulated,1.6548698550389318e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1831,simulated,2.149476348023427e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1832,simulated,3.913848243275453e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1833,simulated,3.667884262981147e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1834,simulated,2.4520722430310116e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
1835,simulated,2.9039655213836113e-7,Google Books Ngram Viewer,en,0,false,authenticity_counterterm,existing artificial core term; pairs with simulation for late-tail pressure
