year,term,value,value_per_million,query_group,semantic_domain,narrative_role,source,corpus,smoothing,case_sensitive
1852,artificial mind,4.235331807489473e-10,0.0004235331807489473,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1853,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1854,artificial mind,4.402493036792521e-9,0.004402493036792521,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1855,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1856,artificial mind,8.247679761375082e-10,0.0008247679761375082,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1857,artificial mind,4.2387407472865846e-10,0.00042387407472865846,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1858,artificial mind,4.2400671862452555e-10,0.00042400671862452555,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1859,artificial mind,4.047120416572625e-10,0.0004047120416572625,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1860,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1861,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1862,artificial mind,9.569923742347441e-10,0.0009569923742347441,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1863,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1864,artificial mind,1.6879503350608616e-9,0.0016879503350608616,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1865,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1866,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1867,artificial mind,3.5893943373110915e-10,0.00035893943373110915,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1868,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1869,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1870,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1871,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1872,artificial mind,6.348894188157317e-10,0.0006348894188157317,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1873,artificial mind,3.21467463759717e-10,0.000321467463759717,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1874,artificial mind,3.0490587832332494e-10,0.00030490587832332494,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1875,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1876,artificial mind,8.559316588829802e-10,0.0008559316588829802,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1877,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1878,artificial mind,5.461971985809555e-10,0.0005461971985809555,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1879,artificial mind,5.456223250988046e-10,0.0005456223250988046,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1880,artificial mind,3.0027587083480967e-9,0.0030027587083480967,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1881,artificial mind,2.5947149984162365e-10,0.00025947149984162365,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1882,artificial mind,2.3875582066956724e-10,0.00023875582066956724,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1883,artificial mind,1.6661962920494489e-9,0.0016661962920494489,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1884,artificial mind,2.1762784629952847e-10,0.00021762784629952847,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1885,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1886,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1887,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1888,artificial mind,1.985013403649205e-10,0.0001985013403649205,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1889,artificial mind,1.9004678386558282e-10,0.00019004678386558282,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1890,artificial mind,1.9396623196499263e-10,0.00019396623196499263,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1891,artificial mind,5.664096969226762e-10,0.0005664096969226762,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1892,artificial mind,1.838411783916527e-10,0.0001838411783916527,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1893,artificial mind,1.7341679481308603e-10,0.00017341679481308603,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1894,artificial mind,3.4836830642426264e-10,0.00034836830642426264,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1895,artificial mind,4.795628338882807e-10,0.0004795628338882807,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1896,artificial mind,4.782957918614272e-10,0.00047829579186142723,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1897,artificial mind,4.627609129226329e-10,0.0004627609129226329,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1898,artificial mind,1.5022075250392675e-10,0.00015022075250392675,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1899,artificial mind,5.651062950917662e-10,0.0005651062950917662,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1900,artificial mind,1.2235642499192068e-9,0.0012235642499192068,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1901,artificial mind,1.0396451477490132e-9,0.0010396451477490132,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1902,artificial mind,2.6019997267923145e-10,0.00026019997267923145,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1903,artificial mind,5.071074116180796e-10,0.0005071074116180796,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1904,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1905,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1906,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1907,artificial mind,3.5460992475755404e-10,0.00035460992475755404,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1908,artificial mind,5.620824916618972e-10,0.0005620824916618972,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1909,artificial mind,2.224583850463091e-10,0.0002224583850463091,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1910,artificial mind,4.1415698648350485e-10,0.00041415698648350485,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1911,artificial mind,4.770485673155633e-10,0.00047704856731556333,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1912,artificial mind,2.0068033346198888e-10,0.00020068033346198888,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1913,artificial mind,1.9540914719673452e-10,0.00019540914719673452,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1914,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1915,artificial mind,2.989193892410924e-10,0.0002989193892410924,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1916,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1917,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1918,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1919,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1920,artificial mind,1.916526937151275e-10,0.0001916526937151275,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1921,artificial mind,2.8664912110620833e-10,0.0002866491211062083,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1922,artificial mind,1.514173897376736e-9,0.001514173897376736,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1923,artificial mind,2.481584659985714e-10,0.0002481584659985714,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1924,artificial mind,3.974347101420861e-10,0.0003974347101420861,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1925,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1926,artificial mind,2.460805170745317e-10,0.0002460805170745317,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1927,artificial mind,2.5050025942441323e-10,0.00025050025942441323,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1928,artificial mind,1.1831795265759837e-10,0.00011831795265759837,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1929,artificial mind,2.293021883481572e-10,0.0002293021883481572,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1930,artificial mind,3.4781905133840496e-10,0.00034781905133840496,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1931,artificial mind,2.2299104229794864e-10,0.00022299104229794864,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1932,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1933,artificial mind,2.735673909626257e-10,0.0002735673909626257,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1934,artificial mind,2.609344129655966e-10,0.0002609344129655966,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1935,artificial mind,3.6947345183335756e-10,0.00036947345183335756,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1936,artificial mind,1.0240230885472101e-10,0.00010240230885472101,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1937,artificial mind,2.291152267908103e-10,0.0002291152267908103,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1938,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1939,artificial mind,2.204143118023083e-10,0.0002204143118023083,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1940,artificial mind,1.1264385257891973e-10,0.00011264385257891973,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1941,artificial mind,1.1319809672949432e-10,0.00011319809672949432,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1942,artificial mind,3.6411051951290574e-10,0.00036411051951290574,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1943,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1944,artificial mind,2.639934382209219e-10,0.0002639934382209219,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1945,artificial mind,1.2675722971255965e-10,0.00012675722971255965,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1946,artificial mind,1.0521527399331987e-10,0.00010521527399331987,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1947,artificial mind,4.927637187179812e-10,0.0004927637187179812,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1948,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1949,artificial mind,8.758701403044356e-11,0.00008758701403044356,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1950,artificial mind,2.5546328941139507e-10,0.00025546328941139507,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1951,artificial mind,2.631109219386474e-10,0.0002631109219386474,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1952,artificial mind,1.7489833192829707e-10,0.00017489833192829707,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1953,artificial mind,5.788500789805084e-10,0.0005788500789805084,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1954,artificial mind,2.580559654852266e-10,0.0002580559654852266,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1955,artificial mind,1.6181349316024551e-10,0.00016181349316024551,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1956,artificial mind,1.5629668392858065e-10,0.00015629668392858065,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1957,artificial mind,1.4973475237489708e-10,0.00014973475237489708,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1958,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1959,artificial mind,0,0,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1960,artificial mind,2.645036134563128e-10,0.0002645036134563128,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1961,artificial mind,1.8941942458994276e-10,0.00018941942458994276,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1962,artificial mind,1.8658474765231858e-10,0.00018658474765231858,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1963,artificial mind,1.20621346244576e-10,0.00012062134624457599,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1964,artificial mind,7.384693551104604e-11,0.00007384693551104604,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1965,artificial mind,5.611635600644149e-10,0.0005611635600644149,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1966,artificial mind,3.4121247494134366e-10,0.00034121247494134366,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1967,artificial mind,2.4167101653205236e-10,0.00024167101653205236,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1968,artificial mind,3.533418557744028e-10,0.0003533418557744028,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1969,artificial mind,7.887061559408437e-10,0.0007887061559408437,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1970,artificial mind,5.982286332972819e-10,0.0005982286332972819,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1971,artificial mind,5.920714474250133e-10,0.0005920714474250133,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1972,artificial mind,2.406611299132777e-10,0.0002406611299132777,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1973,artificial mind,5.260343272084356e-10,0.0005260343272084356,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1974,artificial mind,7.699462734045426e-10,0.0007699462734045426,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1975,artificial mind,1.0368537139981981e-9,0.0010368537139981981,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1976,artificial mind,2.358641511268633e-9,0.002358641511268633,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1977,artificial mind,1.197970278532523e-9,0.001197970278532523,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1978,artificial mind,2.951378696991469e-9,0.002951378696991469,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1979,artificial mind,1.0503625746949297e-9,0.0010503625746949297,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1980,artificial mind,2.9582634918090545e-9,0.0029582634918090545,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1981,artificial mind,1.2258927033215183e-9,0.0012258927033215183,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1982,artificial mind,1.7337099499081798e-9,0.0017337099499081798,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1983,artificial mind,5.196882438274208e-10,0.0005196882438274208,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1984,artificial mind,2.027807439325402e-9,0.002027807439325402,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1985,artificial mind,1.0632312877345562e-9,0.0010632312877345562,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1986,artificial mind,5.079003329022669e-10,0.0005079003329022669,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1987,artificial mind,1.4776304450847544e-9,0.0014776304450847544,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1988,artificial mind,1.09652908975022e-9,0.00109652908975022,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1989,artificial mind,8.474640433853153e-10,0.0008474640433853153,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1990,artificial mind,1.6534918434452095e-9,0.0016534918434452095,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1991,artificial mind,1.9452699451250055e-9,0.0019452699451250055,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1992,artificial mind,1.7221632037101031e-9,0.0017221632037101031,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1993,artificial mind,1.7650145650582871e-9,0.0017650145650582871,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1994,artificial mind,1.3679085468509822e-9,0.0013679085468509822,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1995,artificial mind,1.757865464302455e-9,0.001757865464302455,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1996,artificial mind,1.6587921314314968e-9,0.0016587921314314968,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1997,artificial mind,1.0291983099097735e-9,0.0010291983099097735,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1998,artificial mind,1.509338189153997e-9,0.001509338189153997,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
1999,artificial mind,1.8216922137437308e-9,0.0018216922137437308,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2000,artificial mind,2.4189700867371933e-9,0.0024189700867371933,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2001,artificial mind,2.344398165182726e-9,0.002344398165182726,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2002,artificial mind,2.570416754443805e-9,0.002570416754443805,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2003,artificial mind,1.6972992178398982e-9,0.0016972992178398982,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2004,artificial mind,3.1137402101144573e-9,0.0031137402101144573,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2005,artificial mind,6.458187318258979e-9,0.006458187318258979,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2006,artificial mind,5.007184888938809e-9,0.005007184888938809,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2007,artificial mind,2.070558495492758e-9,0.002070558495492758,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2008,artificial mind,4.670092156738859e-9,0.004670092156738859,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2009,artificial mind,4.468408330848828e-9,0.004468408330848828,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2010,artificial mind,3.237369282371727e-9,0.003237369282371727,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2011,artificial mind,4.736684773576361e-9,0.004736684773576361,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2012,artificial mind,5.518935048548501e-9,0.005518935048548501,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2013,artificial mind,2.7425841944705986e-9,0.0027425841944705986,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2014,artificial mind,4.598940374356264e-9,0.004598940374356264,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2015,artificial mind,6.511352762528233e-9,0.006511352762528233,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2016,artificial mind,5.575422845627287e-9,0.005575422845627287,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
2017,artificial mind,4.343736623863004e-9,0.004343736623863004,chart06_cognitive_artificial,COGNITIVE,strict artificial-prefix cognitive candidate,Google Books Ngram Viewer,en,0,false
